number,available_bikes,available_bike_stands,last_update,status
4,3,17,"2025-04-07 06:20:27",OPEN
4,3,17,"2025-04-07 06:30:31",OPEN
4,3,17,"2025-04-07 06:40:35",OPEN
4,4,16,"2025-04-07 06:41:36",OPEN
4,5,15,"2025-04-07 06:50:39",OPEN
4,5,15,"2025-04-07 07:00:43",OPEN
4,6,14,"2025-04-07 07:08:34",OPEN
4,6,14,"2025-04-07 07:10:49",OPEN
4,6,14,"2025-04-07 07:20:53",OPEN
4,7,13,"2025-04-07 07:26:30",OPEN
4,7,13,"2025-04-07 07:30:58",OPEN
4,9,11,"2025-04-07 07:38:40",OPEN
4,9,11,"2025-04-07 07:41:04",OPEN
4,10,10,"2025-04-07 07:49:20",OPEN
4,10,10,"2025-04-07 07:51:08",OPEN
4,11,9,"2025-04-07 08:04:48",OPEN
4,12,8,"2025-04-07 08:08:25",OPEN
4,12,8,"2025-04-07 08:11:16",OPEN
4,13,7,"2025-04-07 08:22:33",OPEN
4,14,6,"2025-04-07 08:30:24",OPEN
4,14,6,"2025-04-07 08:31:29",OPEN
4,13,7,"2025-04-07 08:38:15",OPEN
4,13,7,"2025-04-07 08:41:35",OPEN
4,14,6,"2025-04-07 08:53:31",OPEN
4,14,6,"2025-04-07 09:01:46",OPEN
4,13,7,"2025-04-07 09:14:40",OPEN
4,13,7,"2025-04-07 09:18:47",OPEN
4,13,7,"2025-04-07 09:21:58",OPEN
4,13,7,"2025-04-07 09:33:22",OPEN
4,12,8,"2025-04-07 09:38:30",OPEN
4,12,8,"2025-04-07 09:42:10",OPEN
4,9,11,"2025-04-07 09:48:24",OPEN
4,9,11,"2025-04-07 09:52:18",OPEN
4,9,11,"2025-04-07 10:02:22",OPEN
4,10,10,"2025-04-07 10:07:27",OPEN
4,10,10,"2025-04-07 10:12:25",OPEN
4,10,10,"2025-04-07 10:22:30",OPEN
4,10,10,"2025-04-07 10:32:35",OPEN
4,10,10,"2025-04-07 10:40:16",OPEN
4,10,10,"2025-04-07 10:42:41",OPEN
4,10,10,"2025-04-07 10:52:45",OPEN
4,10,10,"2025-04-07 11:02:49",OPEN
4,11,9,"2025-04-07 11:05:49",OPEN
4,12,8,"2025-04-07 11:12:55",OPEN
4,13,7,"2025-04-07 11:16:35",OPEN
4,13,7,"2025-04-07 11:22:59",OPEN
4,13,7,"2025-04-07 11:33:04",OPEN
4,12,8,"2025-04-07 11:45:14",OPEN
4,11,9,"2025-04-07 11:53:14",OPEN
4,11,9,"2025-04-07 12:03:18",OPEN
4,10,10,"2025-04-07 12:13:53",OPEN
4,10,10,"2025-04-07 12:23:28",OPEN
4,10,10,"2025-04-07 12:33:32",OPEN
4,11,9,"2025-04-07 12:39:54",OPEN
4,11,9,"2025-04-07 12:43:36",OPEN
5,6,34,"2025-02-16 14:05:15",OPEN
5,15,25,"2025-02-18 09:26:19",OPEN
5,12,28,"2025-04-06 12:26:11",OPEN
5,11,29,"2025-04-06 12:35:37",OPEN
5,11,29,"2025-04-06 12:39:36",OPEN
5,9,31,"2025-04-06 12:47:15",OPEN
5,8,32,"2025-04-06 12:55:51",OPEN
5,9,31,"2025-04-06 13:02:24",OPEN
5,9,31,"2025-04-06 13:05:57",OPEN
5,10,30,"2025-04-06 13:16:03",OPEN
5,9,31,"2025-04-06 13:20:46",OPEN
5,9,31,"2025-04-06 13:26:10",OPEN
5,8,32,"2025-04-06 13:33:22",OPEN
5,8,32,"2025-04-06 13:36:19",OPEN
5,8,32,"2025-04-06 13:47:35",OPEN
5,9,31,"2025-04-06 13:56:30",OPEN
5,10,30,"2025-04-06 14:06:35",OPEN
5,11,29,"2025-04-06 14:12:34",OPEN
5,11,29,"2025-04-06 14:16:41",OPEN
5,11,29,"2025-04-06 14:23:20",OPEN
5,12,28,"2025-04-06 14:27:44",OPEN
5,12,28,"2025-04-06 14:33:24",OPEN
5,12,28,"2025-04-06 14:36:56",OPEN
5,15,25,"2025-04-06 14:47:05",OPEN
5,15,25,"2025-04-06 14:57:11",OPEN
5,14,26,"2025-04-06 15:08:37",OPEN
5,15,25,"2025-04-06 15:12:10",OPEN
5,15,25,"2025-04-06 15:17:22",OPEN
5,15,25,"2025-04-06 15:27:29",OPEN
5,15,25,"2025-04-06 15:31:19",OPEN
5,15,25,"2025-04-06 15:37:35",OPEN
5,15,25,"2025-04-06 15:43:13",OPEN
5,13,27,"2025-04-06 15:47:43",OPEN
5,15,25,"2025-04-06 15:57:49",OPEN
5,15,25,"2025-04-06 16:03:28",OPEN
5,14,26,"2025-04-06 16:07:58",OPEN
5,16,24,"2025-04-06 16:13:25",OPEN
5,14,26,"2025-04-06 16:18:41",OPEN
5,15,25,"2025-04-06 16:20:31",OPEN
5,14,26,"2025-04-06 16:28:15",OPEN
5,12,28,"2025-04-06 16:32:47",OPEN
5,14,26,"2025-04-06 16:38:21",OPEN
5,15,25,"2025-04-06 16:40:09",OPEN
5,15,25,"2025-04-06 16:48:27",OPEN
5,14,26,"2025-04-06 16:58:34",OPEN
5,16,24,"2025-04-06 17:03:39",OPEN
5,17,23,"2025-04-06 17:08:42",OPEN
5,18,22,"2025-04-06 17:22:32",OPEN
5,20,20,"2025-04-06 17:27:14",OPEN
5,18,22,"2025-04-06 17:32:44",OPEN
5,17,23,"2025-04-06 17:35:27",OPEN
5,17,23,"2025-04-06 17:39:03",OPEN
5,17,23,"2025-04-06 17:49:07",OPEN
5,17,23,"2025-04-06 17:57:07",OPEN
5,17,23,"2025-04-06 17:59:13",OPEN
5,16,24,"2025-04-06 18:04:26",OPEN
5,16,24,"2025-04-06 18:09:21",OPEN
5,17,23,"2025-04-06 18:17:34",OPEN
5,17,23,"2025-04-06 18:19:26",OPEN
5,16,24,"2025-04-06 18:32:04",OPEN
5,17,23,"2025-04-06 18:38:02",OPEN
5,17,23,"2025-04-06 18:39:37",OPEN
5,17,23,"2025-04-06 18:49:42",OPEN
5,17,23,"2025-04-06 18:57:28",OPEN
5,17,23,"2025-04-06 18:59:48",OPEN
5,16,24,"2025-04-06 19:09:56",OPEN
5,17,23,"2025-04-06 19:14:56",OPEN
5,17,23,"2025-04-06 19:20:02",OPEN
5,16,24,"2025-04-06 19:31:39",OPEN
5,15,25,"2025-04-06 19:41:06",OPEN
5,15,25,"2025-04-06 19:50:22",OPEN
5,13,27,"2025-04-06 19:55:55",OPEN
5,13,27,"2025-04-06 20:00:29",OPEN
5,14,26,"2025-04-06 20:13:13",OPEN
5,14,26,"2025-04-06 20:20:41",OPEN
5,14,26,"2025-04-06 20:31:57",OPEN
5,14,26,"2025-04-06 20:37:29",OPEN
5,14,26,"2025-04-06 20:40:55",OPEN
5,13,27,"2025-04-06 20:51:42",OPEN
5,13,27,"2025-04-06 21:01:08",OPEN
5,14,26,"2025-04-06 21:06:27",OPEN
5,14,26,"2025-04-06 21:11:14",OPEN
5,12,28,"2025-04-06 21:15:39",OPEN
5,11,29,"2025-04-06 21:21:23",OPEN
5,11,29,"2025-04-06 21:31:27",OPEN
5,11,29,"2025-04-06 21:41:33",OPEN
5,11,29,"2025-04-06 21:51:38",OPEN
5,12,28,"2025-04-06 21:59:41",OPEN
5,12,28,"2025-04-06 22:01:43",OPEN
5,14,26,"2025-04-06 22:11:52",OPEN
5,14,26,"2025-04-06 22:21:54",OPEN
5,13,27,"2025-04-06 22:26:56",OPEN
5,13,27,"2025-04-06 22:32:01",OPEN
5,12,28,"2025-04-06 22:42:07",OPEN
5,12,28,"2025-04-06 22:52:12",OPEN
5,12,28,"2025-04-06 23:02:17",OPEN
5,12,28,"2025-04-06 23:12:21",OPEN
5,12,28,"2025-04-06 23:22:27",OPEN
5,12,28,"2025-04-06 23:32:33",OPEN
5,12,28,"2025-04-06 23:42:38",OPEN
5,12,28,"2025-04-06 23:52:43",OPEN
5,12,28,"2025-04-07 00:02:48",OPEN
5,12,28,"2025-04-07 00:12:54",OPEN
5,12,28,"2025-04-07 00:22:59",OPEN
5,12,28,"2025-04-07 00:33:04",OPEN
5,12,28,"2025-04-07 00:43:09",OPEN
5,12,28,"2025-04-07 00:53:14",OPEN
5,12,28,"2025-04-07 01:03:19",OPEN
5,12,28,"2025-04-07 01:13:24",OPEN
5,12,28,"2025-04-07 01:23:29",OPEN
5,12,28,"2025-04-07 01:33:34",OPEN
5,12,28,"2025-04-07 01:43:40",OPEN
5,12,28,"2025-04-07 01:53:44",OPEN
5,12,28,"2025-04-07 02:03:50",OPEN
5,12,28,"2025-04-07 02:13:55",OPEN
5,12,28,"2025-04-07 02:19:56",OPEN
5,12,28,"2025-04-07 02:20:58",OPEN
5,12,28,"2025-04-07 02:29:59",OPEN
5,12,28,"2025-04-07 02:40:03",OPEN
5,12,28,"2025-04-07 02:50:07",OPEN
5,12,28,"2025-04-07 03:00:12",OPEN
5,12,28,"2025-04-07 03:10:16",OPEN
5,12,28,"2025-04-07 03:20:20",OPEN
5,12,28,"2025-04-07 03:30:24",OPEN
5,12,28,"2025-04-07 03:40:29",OPEN
5,12,28,"2025-04-07 03:50:33",OPEN
5,12,28,"2025-04-07 04:00:38",OPEN
5,12,28,"2025-04-07 04:10:42",OPEN
5,12,28,"2025-04-07 04:20:47",OPEN
5,12,28,"2025-04-07 04:30:51",OPEN
5,12,28,"2025-04-07 04:40:55",OPEN
5,11,29,"2025-04-07 04:47:49",OPEN
5,11,29,"2025-04-07 04:51:01",OPEN
5,11,29,"2025-04-07 05:01:06",OPEN
5,11,29,"2025-04-07 05:11:10",OPEN
5,13,27,"2025-04-07 05:20:39",OPEN
5,28,12,"2025-04-07 05:25:40",OPEN
5,27,13,"2025-04-07 05:35:41",OPEN
5,28,12,"2025-04-07 05:44:17",OPEN
5,28,12,"2025-04-07 05:46:51",OPEN
5,28,12,"2025-04-07 05:51:39",OPEN
5,26,14,"2025-04-07 05:59:14",OPEN
5,24,16,"2025-04-07 06:04:28",OPEN
5,21,19,"2025-04-07 06:09:36",OPEN
5,20,20,"2025-04-07 06:13:04",OPEN
5,22,18,"2025-04-07 06:18:41",OPEN
5,21,19,"2025-04-07 06:23:00",OPEN
5,19,21,"2025-04-07 06:29:19",OPEN
5,17,23,"2025-04-07 06:34:58",OPEN
5,14,26,"2025-04-07 06:39:13",OPEN
5,11,29,"2025-04-07 06:45:40",OPEN
5,14,26,"2025-04-07 06:55:32",OPEN
5,20,20,"2025-04-07 07:00:27",OPEN
5,14,26,"2025-04-07 07:04:47",OPEN
5,7,33,"2025-04-07 07:10:35",OPEN
5,8,32,"2025-04-07 07:15:23",OPEN
5,6,34,"2025-04-07 07:20:12",OPEN
5,7,33,"2025-04-07 07:23:33",OPEN
5,0,40,"2025-04-07 07:30:26",OPEN
5,0,40,"2025-04-07 07:33:33",OPEN
5,1,39,"2025-04-07 07:38:42",OPEN
5,0,40,"2025-04-07 07:43:37",OPEN
5,0,40,"2025-04-07 07:53:44",OPEN
5,14,26,"2025-04-07 08:00:42",OPEN
5,27,13,"2025-04-07 08:05:24",OPEN
5,26,14,"2025-04-07 08:08:09",OPEN
5,24,16,"2025-04-07 08:15:33",OPEN
5,24,16,"2025-04-07 08:20:39",OPEN
5,22,18,"2025-04-07 08:24:11",OPEN
5,22,18,"2025-04-07 08:27:42",OPEN
5,20,20,"2025-04-07 08:34:19",OPEN
5,18,22,"2025-04-07 08:39:27",OPEN
5,17,23,"2025-04-07 08:44:30",OPEN
5,18,22,"2025-04-07 08:49:57",OPEN
5,18,22,"2025-04-07 08:54:41",OPEN
5,19,21,"2025-04-07 09:04:50",OPEN
5,20,20,"2025-04-07 09:07:12",OPEN
5,20,20,"2025-04-07 09:14:51",OPEN
5,21,19,"2025-04-07 09:16:03",OPEN
5,21,19,"2025-04-07 09:24:56",OPEN
5,19,21,"2025-04-07 09:35:03",OPEN
5,19,21,"2025-04-07 09:45:08",OPEN
5,18,22,"2025-04-07 09:47:00",OPEN
5,18,22,"2025-04-07 09:55:15",OPEN
5,17,23,"2025-04-07 09:57:15",OPEN
5,18,22,"2025-04-07 10:05:28",OPEN
5,19,21,"2025-04-07 10:06:15",OPEN
5,20,20,"2025-04-07 10:15:25",OPEN
5,20,20,"2025-04-07 10:25:30",OPEN
5,20,20,"2025-04-07 10:35:35",OPEN
5,19,21,"2025-04-07 10:45:40",OPEN
5,20,20,"2025-04-07 10:55:10",OPEN
5,20,20,"2025-04-07 10:55:46",OPEN
5,21,19,"2025-04-07 11:03:31",OPEN
5,20,20,"2025-04-07 11:10:10",OPEN
5,20,20,"2025-04-07 11:13:37",OPEN
5,20,20,"2025-04-07 11:20:27",OPEN
5,20,20,"2025-04-07 11:25:05",OPEN
5,20,20,"2025-04-07 11:26:06",OPEN
5,23,17,"2025-04-07 11:41:31",OPEN
5,25,15,"2025-04-07 11:46:18",OPEN
5,26,14,"2025-04-07 11:50:50",OPEN
5,26,14,"2025-04-07 11:56:27",OPEN
5,27,13,"2025-04-07 12:06:33",OPEN
5,27,13,"2025-04-07 12:10:17",OPEN
5,30,10,"2025-04-07 12:16:39",OPEN
5,29,11,"2025-04-07 12:19:35",OPEN
5,28,12,"2025-04-07 12:31:12",OPEN
5,29,11,"2025-04-07 12:41:27",OPEN
5,29,11,"2025-04-07 12:44:32",OPEN
6,19,1,"2025-02-16 14:01:58",OPEN
6,0,20,"2025-02-18 09:22:27",OPEN
6,20,0,"2025-04-06 12:21:43",OPEN
6,20,0,"2025-04-06 12:31:49",OPEN
6,20,0,"2025-04-06 12:41:54",OPEN
6,20,0,"2025-04-06 12:51:59",OPEN
6,19,1,"2025-04-06 13:02:04",OPEN
6,18,2,"2025-04-06 13:08:00",OPEN
6,18,2,"2025-04-06 13:12:15",OPEN
6,18,2,"2025-04-06 13:22:16",OPEN
6,17,3,"2025-04-06 13:32:23",OPEN
6,17,3,"2025-04-06 13:42:28",OPEN
6,17,3,"2025-04-06 13:44:46",OPEN
6,15,5,"2025-04-06 13:53:20",OPEN
6,17,3,"2025-04-06 13:55:58",OPEN
6,17,3,"2025-04-06 14:02:43",OPEN
6,16,4,"2025-04-06 14:07:30",OPEN
6,17,3,"2025-04-06 14:13:11",OPEN
6,17,3,"2025-04-06 14:22:58",OPEN
6,17,3,"2025-04-06 14:33:03",OPEN
6,17,3,"2025-04-06 14:43:08",OPEN
6,17,3,"2025-04-06 14:53:13",OPEN
6,18,2,"2025-04-06 15:03:19",OPEN
6,17,3,"2025-04-06 15:07:51",OPEN
6,17,3,"2025-04-06 15:13:26",OPEN
6,14,6,"2025-04-06 15:16:40",OPEN
6,14,6,"2025-04-06 15:23:34",OPEN
6,14,6,"2025-04-06 15:33:40",OPEN
6,14,6,"2025-04-06 15:43:46",OPEN
6,15,5,"2025-04-06 15:51:20",OPEN
6,15,5,"2025-04-06 15:53:51",OPEN
6,14,6,"2025-04-06 16:00:25",OPEN
6,14,6,"2025-04-06 16:03:58",OPEN
6,16,4,"2025-04-06 16:09:45",OPEN
6,16,4,"2025-04-06 16:14:06",OPEN
6,15,5,"2025-04-06 16:19:29",OPEN
6,14,6,"2025-04-06 16:28:06",OPEN
6,15,5,"2025-04-06 16:32:21",OPEN
6,15,5,"2025-04-06 16:34:18",OPEN
6,15,5,"2025-04-06 16:43:17",OPEN
6,16,4,"2025-04-06 16:48:12",OPEN
6,14,6,"2025-04-06 16:50:48",OPEN
6,13,7,"2025-04-06 16:55:27",OPEN
6,13,7,"2025-04-06 17:04:47",OPEN
6,14,6,"2025-04-06 17:13:31",OPEN
6,14,6,"2025-04-06 17:14:52",OPEN
6,13,7,"2025-04-06 17:23:27",OPEN
6,13,7,"2025-04-06 17:24:59",OPEN
6,13,7,"2025-04-06 17:35:04",OPEN
6,17,3,"2025-04-06 17:43:39",OPEN
6,13,7,"2025-04-06 17:48:05",OPEN
6,15,5,"2025-04-06 17:49:43",OPEN
6,15,5,"2025-04-06 17:55:19",OPEN
